,quarter,roa
0,2010Q3,0.0
1,2010Q4,3.17
2,2011Q1,0.43
3,2011Q2,1.64
4,2011Q3,1.68
5,2011Q4,1.63
6,2012Q1,1.42
7,2012Q2,1.46
8,2012Q3,1.13
9,2012Q4,1.67
10,2013Q1,2.06
11,2013Q2,0.76
12,2013Q3,1.22
13,2013Q4,0.24
14,2014Q1,0.66
15,2014Q2,0.55
16,2014Q3,0.51
17,2014Q4,1.28
18,2015Q1,0.56
19,2015Q2,0.61
20,2015Q3,1.06
21,2015Q4,0.89
22,2016Q1,1.26
23,2016Q2,1.03
24,2016Q3,1.12
25,2016Q4,0.7
26,2017Q1,1.04
27,2017Q2,0.78
28,2017Q3,0.52
29,2017Q4,0.38
30,2018Q1,0.46
31,2018Q2,0.23
32,2018Q3,0.36
33,2018Q4,0.97
34,2019Q1,0.27
35,2019Q2,0.64
36,2019Q3,0.07
37,2019Q4,0.38
38,2020Q1,0.92
39,2020Q2,0.41
40,2020Q3,0.09
41,2020Q4,1.16
42,2021Q1,1.21
43,2021Q2,0.07
44,2021Q3,0.03
45,2021Q4,0.06
46,2022Q1,0.07
47,2022Q2,0.03
